序号,人群,问题分类,问题名称,原理,方法名称,三字经,方法详情,附件,老年人适用时间段,高精质适用时间段,未孕女性适用时间段,"备孕女性
适用时间段","待产女性
适用时间段","产后女性
适用时间段","已育女性
适用时间段"
397,,头发,白发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，适当的给自己放松，能有效的缓解情绪，放松情绪对白发、脱发症也能起到很好的改善和预防。,跳舞,消紧张，缓压力，松身心，生乌发。,\t跳舞时能量消耗至少为人处于安静状态下的3-4倍，轻松的舞步，矫健的动作，愉快的音乐，能使人心旷神怡，也是一种美的享受。,/photo/tiaowu.jpg,,,,,,,休闲1
398,,头发,白发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，适当的给自己放松，能有效的缓解情绪，放松情绪对白发、脱发症也能起到很好的改善和预防。,读书看报,消紧张，缓压力，松身心，生乌发。,\t读书、看杂志可以说是最简单、消费最低的放松的方式，抛开所有烦恼，沉浸在书的世界，不仅可以放松身心，还可以使人增加知识和乐趣。,/photo/kanshu.jpg,,,,,,,休闲1（周末）
399,,头发,白发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，适当的给自己放松，能有效的缓解情绪，放松情绪对白发、脱发症也能起到很好的改善和预防。,做手工,消紧张，缓压力，松身心，生乌发。,\t在做手工时需要聚精会神、专心致志，可排除杂念和消除不良情绪，净化人的心灵，产生愉悦、乐观的精神状态。,/photo/zuoshougong1.jpg,,,,,,,休闲4
400,,头发,白发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，适当的给自己放松，能有效的缓解情绪，放松情绪对白发、脱发症也能起到很好的改善和预防。,涂鸦,消紧张，缓压力，松身心，生乌发。,\t给结构复杂的图形图上自己喜欢的颜色，全身心的投入到色彩的时候，就能接近冥想的状态，内心就会变得简单而单纯。,/photo/tuya.jpg,,,,,,,休闲3
401,,头发,脱发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，经常参加感兴趣的休闲娱乐活动，消除精神疲劳，放松心态，对脱发症能起到很好的改善和预防。,绘画,陶性情，消疲劳，松身心，缓脱发。,\t研究表明，人在绘画时心跳、血压、呼吸等生理活动降低，心理得到净化，负性情绪得以改善。,/photo/huihua.jpg,,,,,,,休闲1
402,,头发,脱发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，经常参加感兴趣的休闲娱乐活动，消除精神疲劳，放松心态，对脱发症能起到很好的改善和预防。,涂鸦,陶性情，消疲劳，松身心，缓脱发。,\t给结构复杂的图形图上自己喜欢的颜色，全身心的投入到色彩的时候，就能接近冥想的状态，内心就会变得简单而单纯。,/photo/tuya.jpg,,,,,,,休闲2
403,,头发,脱发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，经常参加感兴趣的休闲娱乐活动，消除精神疲劳，放松心态，对脱发症能起到很好的改善和预防。,练书法,陶性情，消疲劳，松身心，缓脱发。,\t练书法不仅能带来生理状态的松弛，也能帮助心理状态的宁静，有助于排除不良因素的干扰，达到养心安神、调节平衡的作用。,/photo/gangbizi.jpg,,,,,,,休闲3
404,,头发,脱发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，经常参加感兴趣的休闲娱乐活动，消除精神疲劳，放松心态，对脱发症能起到很好的改善和预防。,垂钓,陶性情，消疲劳，松身心，缓脱发。,\t垂钓时，意识完全潜没在鱼漂的一抖一动的意境之中。这时，人的心跳搏动最正常，血压最稳定。只有一小部分的脑神经在运动，大部分脑神经则得到充分休息。这就起到了调节、放松、消除疲劳的作用。,/photo/chuidiao.jpg,,,,,,,休闲2（周末）
405,,头发,脱发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，经常参加感兴趣的休闲娱乐活动，消除精神疲劳，放松心态，对脱发症能起到很好的改善和预防。,插花,陶性情，消疲劳，松身心，缓脱发。,\t插花是一种很好的修身养性之道，插花时讲究心平气和，神态专注，举止文明、优雅， 提高精神文化素质和艺术修养、陶冶情操的同时，还可美化生活，增加情趣。,/photo/chahua.jpg,,,,,,,休闲3
406,,头发,脱发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，经常参加感兴趣的休闲娱乐活动，消除精神疲劳，放松心态，对脱发症能起到很好的改善和预防。,摄影,陶性情，消疲劳，松身心，缓脱发。,\t摄影一种最放松的全身运动，既锻炼了身体又培养了兴趣，让你对外面的世界充满好奇，保持旺盛的生命力。,/photo/shexiangji.jpg,,,,,,,休闲1（周末）
407,,头发,脱发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，经常参加感兴趣的休闲娱乐活动，消除精神疲劳，放松心态，对脱发症能起到很好的改善和预防。,烹饪,陶性情，消疲劳，松身心，缓脱发。,\t不但能充实生活，增长自己的菅养知识和烹饪技巧，还能为家人带来健康和美的享受。,/photo/pengren.jpg,,,,,,,休闲2（周末）
408,,头发,脱发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，经常参加感兴趣的休闲娱乐活动，消除精神疲劳，放松心态，对脱发症能起到很好的改善和预防。,做手工,陶性情，消疲劳，松身心，缓脱发。,\t在做手工时需要聚精会神、专心致志，可排除杂念和消除不良情绪，净化人的心灵，产生愉悦、乐观的精神状态。,/photo/zuoshougong1.jpg,,,,,,,休闲3
409,,皮肤,皮肤暗黄,\t保持愉快乐观的精神，不但可以远离疾病，而且容颜可以变得靓丽许多。,开怀大笑,开怀笑，心情好，防疾病，靓容颜。,\t微笑的时候，大脑中会释放具有阵痛作用的激素—内啡肽，即便不是发自内心的微笑，做出笑的表情同样能起到平缓情绪的效果。,/photo/daxiao.jpg,,,,,,,休闲1
410,,精神,精气神,\t用微笑铸造精气神。,微笑,常微笑，心情好，缓压力，精神足。,\t医学研究表明，笑可以刺激人体分泌多巴胺，使人产生欣喜和欢乐感，可以起到缓解压力，释放精神的作用。,/photo/daxiao.jpg,,,,,,,休闲2
411,,精神,精气神,\t培养广泛的兴趣爱好，不仅增加生活情趣，还能修身养性、陶冶情操、养心怡神。,练书法,培兴趣，增情趣，陶情操，养心神。,\t练习书法过程中，陶冶性情的同时还能锻炼身体。当完成一幅满意的作品，会产生一种成功喜悦之感，有益身心健康。,/photo/lainshufa.jpg,,,,,,,休闲3
412,,精神,精气神,\t培养广泛的兴趣爱好，不仅增加生活情趣，还能修身养性、陶冶情操、养心怡神。,插花,培兴趣，增情趣，陶情操，养心神。,\t插花是一种很好的修身养性之道，插花时讲究心平气和，神态专注，举止文明、优雅， 提高精神文化素质和艺术修养、陶冶情操的同时，还可美化生活，增加情趣。,/photo/chahua.jpg,,,,,,,休闲2（周末）
413,,精神,精气神,\t培养广泛的兴趣爱好，不仅增加生活情趣，还能修身养性、陶冶情操、养心怡神。,收藏,培兴趣，增情趣，陶情操，养心神。,\t闲暇时做一些心仪的收藏，摩挲把玩藏品，陶醉在奇珍异品中，振奋精神、开阔视野，益于身心。,/photo/shoucang.jpg,,,,,,,休闲3
414,,精神,精气神,\t培养广泛的兴趣爱好，不仅增加生活情趣，还能修身养性、陶冶情操、养心怡神。,舞剑,培兴趣，增情趣，陶情操，养心神。,\t舞剑的动作舒缓柔和，可修身养性、陶冶情操。,/photo/wujian.jpg,,,,,,,休闲1
415,,精神,精气神,\t培养广泛的兴趣爱好，不仅增加生活情趣，还能修身养性、陶冶情操、养心怡神。,唱歌,培兴趣，增情趣，陶情操，养心神。,\t唱歌、唱戏时大脑释放的激素，能促进身心愉快，提高免疫能力，是最好的“保健药”。,/photo/changge1.jpg,,,,,,,休闲3
416,,精神,精气神,\t培养广泛的兴趣爱好，不仅增加生活情趣，还能修身养性、陶冶情操、养心怡神。,养花草,培兴趣，增情趣，陶情操，养心神。,\t花草是一种恬静、美好的生命，在养殖的过程中，需要定期给他们浇浇水、剪剪枝、换换土，对我们来说就是一套“韵律操”，对身心都有益。,/photo/yanghuacao.jpg,,,,,,,休闲1（周末）
417,,精神,精气神,\t读书能增长知识，陶冶性情，找到精神寄托。医学专家认为无论阅读或朗诵，都有增强肺功能之效，且能活跃思维，是一种健身强脑的"良药"。,读书,常读书，获知识，增情趣，愉身心。,\t读书可以说是最简单、消费最低的放松的方式，抛开所有烦恼，沉浸在书的世界，不仅可以放松身心，还可以使人增加知识和乐趣。,/photo/kanshu.png,,,,,,,休闲4
418,,精神,精气神,"\t书画与太极拳有相通之处,与气功有异曲同工之效。欣赏时需心平气静，使大脑“入静”，具有静心养性，延年益寿的功效。",欣赏书法,赏书画，同太极，使入静，养心神。,"\t好的书法可以赏心悦目,给人以美的享受，令人在其中，心境也会随之得到一种超然与净化，使心情舒畅，达到养生的效果。",/photo/shufa.jpg,,,,,,,休闲4
419,,精神,精气神,"\t书画与太极拳有相通之处,与气功有异曲同工之效。欣赏时需心平气静，使大脑“入静”，具有静心养性，延年益寿的功效。",赏画,赏书画，同太极，使入静，养心神。,\t赏画除了能开阔心胸和眼界、调节心情、减少烦躁和焦虑外，还可通过欣赏绘画作品的特点和画技，增强人大脑的活跃度，益智延年。,/photo/huazhan.jpg,,,,,,,休闲1（周末）
420,,精神,精气神,\t曲艺是作为传统文化，在倾听时除了感受美的享受外，更能带来美好回忆，净化心境，愉悦心情，激起对生活的热爱。,听戏曲,听曲艺，善回忆，净心灵，愉心情。,\t三、五志同道合朋友聚到一起，找一个安静的去处，或公园里，或庭院中，或家里，锣鼓家什京胡二胡一色辅开，一曲“我正在城楼观风景，忽听得城外乱纷纷”，趣味无穷！,/photo/changxi.jpg,,,,,,,休闲3
421,,精神,精气神,\t曲艺是作为传统文化，在倾听时除了感受美的享受外，更能带来美好回忆，净化心境，愉悦心情，激起对生活的热爱。,听相声,听曲艺，善回忆，净心灵，愉心情。,\t听相声常引发笑声一片，笑的好处有很多。挪威科学技术大学一项研究成果显示，笑可以使人产生更多的保护性荷尔蒙，调节血压，减小压力，增强免疫系统。,/photo/xiangsheng.jpg,,,,,,,休闲2（周末）
422,,精神,自卑感,\t利用积极的言语、行为进行自我暗示，是用心理学中的潜意识来训练自己重拾自信的好方法。,言语暗示,常暗示，正能量，塑自信，效果佳。,\t将头慢慢向后转，然后向前，直到你的下颌贴到你的胸前；先将你的下颌松弛—下，并摇头1钟，接着抬起头，将两手掌放置在面颊上并将头尽量向后转数秒钟。之后直起头对着镜子看自己，同时给面部肌肉一些肯定的暗示：“我是最棒的，我接纳自己。”,/photo/yanyuanshi.jpg,,,,,,,休闲1
423,,精神,自卑感,\t利用积极的言语、行为进行自我暗示，是用心理学中的潜意识来训练自己重拾自信的好方法。,行为暗示,常暗示，正能量，塑自信，效果佳。,\t抬头挺胸快速走路，会给自己一个提示：我是一个重要的人，要去做重要的事情。这种提示会给自己一种心理暗示，帮助自己建立起超凡的信心。,/photo/xingweianshi.jpg,,,,,,,休闲2（周末）
424,,精神,自卑感,\t写日记是一个很好的发泄渠道。美国国立卫生院调查显示，写日记可减轻心理压力。,写日记,写日记，易发泄，减压力，助分析。,\t当产生不开心的事情时，通过把心情写在日记里，可以宣泄不良情绪，也有助于分析事情的前因后果。,/photo/xieriji.jpg,,,,,,,休闲3
425,,精神,自卑感,\t微笑能给人自信，它是医治信心不足的良药。,微笑,常微笑，缓情绪，减痛苦，信心足。,\t微笑的时候，大脑中会释放具有阵痛作用的激素—内啡肽，即便不是发自内心的微笑，做出笑的表情同样能起到平缓情绪的效果。,/photo/daxiao.jpg,,,,,,,休闲1
426,,精神,自卑感,\t美国心理学家表示，照镜子能给人信心。,照镜子,常照镜，眉眼笑，多鼓励，有信心。,\t闲暇时，不妨多照照镜子，看着自己的眼睛，微笑地告诉自己“你看上去真棒”，或想开心的事，体会与心灵对话的美好感觉。,/photo/zhaojingzi.jpg,,,,,,,休闲2（周末）
427,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,阅读,多活动，常积累，变积极，排消极。,\t读书可以说是最简单、消费最低的放松的方式，抛开所有烦恼，沉浸在书的世界，不仅可以放松身心，还可以使人增加知识和乐趣。,/photo/kanshu.jpg,,,,,,,休闲4
